"ID","recall2","impact","impact2","impact_pos_box","impact_neu_box","impact_neg_box","connect1","connect2","connect3","approach1","approach.2","approach3","course_inclusion1","course_inclusion2","course_inclusion3","normalize1","normalize2","normalize3","represent1","represent2","represent3","coursecohesion_sob1","coursecohesion_sob2","coursecohesion_sob3","coursecohesion_mor1","coursecohesion_mor2","coursecohesion_mor3","science_sob1","science_sob2","science_sob3","science_mor1","science_mor2","science_mor3","competence1","competence2","competence3","appropriate","appropriate_box","notappropriate_box","gender","race","religion","lgbtq","connect_mean","approach_mean","course_inclusion_mean","normalize_mean","represent_mean","course_belonging_mean","course_morale_mean","sci_belonging_mean","sci_morale_mean","competence_mean","gender3","race4","religion4","lgbtq2","anxdep","lgbtq_accept_uni2","manner","appropriate2","instructor"
"foxtrot_4",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,4,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Black or African American","Christian - Other, please specify","No",3,3.33333333333333,3.66666666666667,3,3.33333333333333,3,3,3,3,3,"not_man","peer","christian","no","0","low","brief","appropriate","foxtrot"
"foxtrot_5",1,"slightly positive","positive","It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",3,3,3,3,3,3,5,5,5,3,5,5,3,3,3,3,5,3,3,3,3,4,4,4,3,3,3,5,5,5,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom","","Woman","Multiracial","Christian - Protestant","No",3,3,5,4.33333333333333,3,3.66666666666667,3,4,3,5,"not_man","other","christian","no","1","low","brief","appropriate","foxtrot"
"foxtrot_6",1,"slightly positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Atheist","No",3,3.33333333333333,3.66666666666667,3,3,3,3,3,3,3,"not_man","asian","nonreligious","no","0","low","brief","appropriate","foxtrot"
"foxtrot_7",1,"none","neutral","","It did not change the instructor’s teaching ability,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,4,4,3,3,5,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It normalizes LGBTQ+ identities,It helps students get to know their instructor,Sharing an LGBTQ+ identity is the same as sharing other personal information","","Woman","White or European American","Christian - Protestant","No",3.66666666666667,3.66666666666667,3.66666666666667,3,3,3,3,3,3,3,"not_man","white","christian","no","1","low","brief","appropriate","foxtrot"
"foxtrot_8",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,It helps to build community and trust in the classroom,It does not impact teaching or learning","","Woman","White or European American","Not religious","No",3.66666666666667,5,5,4,5,5,5,5,5,1,"not_man","white","nonreligious","no","1","low","brief","appropriate","foxtrot"
"foxtrot_9",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,3,3,3,4,3,4,4,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Multiracial","Christian - Catholic","No",3,3,4,4.33333333333333,5,3.66666666666667,3,3,3.66666666666667,3.33333333333333,"not_man","other","christian","no","1","low","brief","appropriate","foxtrot"
"foxtrot_10",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Multiracial","Christian - Non-denominational","Yes",4.66666666666667,5,5,5,5,5,5,5,5,5,"not_man","other","christian","yes","1","low","brief","appropriate","foxtrot"
"foxtrot_11",1,"slightly positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities","","",3,3,3,4,3,3,5,5,5,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Man","White or European American","Agnostic","No",3,3.33333333333333,5,3,4,3.33333333333333,3,3,3,4,"man","white","nonreligious","no","0","low","brief","appropriate","foxtrot"
"foxtrot_12",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,"Agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Man","Hispanic, Latina/o/x, or Spanish origin","Decline to state","Yes",5,4,4,5,5,5,5,5,5,1,"man","peer",NA,"yes",NA,"low","brief","appropriate","foxtrot"
"foxtrot_13",1,"slightly positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",4,3,3,4,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,"Agree","It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information","","Woman","Multiracial","Not religious","Yes",3.33333333333333,3.66666666666667,3.33333333333333,3,3,4,4,3,3,3,"not_man","other","nonreligious","yes","0","low","brief","appropriate","foxtrot"
"foxtrot_14",1,"slightly positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",4,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,"Agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Man","White or European American","Christian - Protestant","Decline to state",3.66666666666667,4,5,5,5,5,5,5,4,3,"man","white","christian",NA,"0","low","brief","appropriate","foxtrot"
"foxtrot_15",1,"none","neutral","","It did not change the instructor’s teaching ability","",2,3,3,3,3,1,1,3,1,3,2,2,3,3,3,1,1,1,1,3,2,3,3,3,3,3,3,3,3,3,"Somewhat agree","It is the instructor’s decision whether or not to reveal their LGBTQ+ identity","","Man","Asian or Asian American","An identity not listed, please specify","No",2.66666666666667,2.33333333333333,1.66666666666667,2.33333333333333,3,1,2,3,3,3,"man","asian",NA,"no","0","low","brief","appropriate","foxtrot"
"foxtrot_16",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content","",4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Man","White or European American","Agnostic","No",3.33333333333333,3.33333333333333,4,3.33333333333333,3,3,3,3,3,3,"man","white","nonreligious","no","0","low","brief","appropriate","foxtrot"
"foxtrot_17",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",3,3,4,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,"Somewhat agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","White or European American","Christian - Protestant","Yes",3.33333333333333,3.33333333333333,4,4,3,4,3,3,3.33333333333333,4,"not_man","white","christian","yes","1","low","brief","appropriate","foxtrot"
"foxtrot_18",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom","","Woman","White or European American","Not religious","No",3.33333333333333,3,3.33333333333333,3,3,3,3,3,3,3,"not_man","white","nonreligious","no","0","low","brief","appropriate","foxtrot"
"foxtrot_19",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","White or European American","Christian - Non-denominational","No",3,3.33333333333333,3.66666666666667,4,4,3,3,3,3,3,"not_man","white","christian","no","0","low","brief","appropriate","foxtrot"
"foxtrot_20",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",3,4,4,4,3,4,5,5,5,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,5,5,5,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","White or European American","Not religious","No",3.66666666666667,3.66666666666667,5,3,3,4,4,3,3,5,"not_man","white","nonreligious","no","0","low","brief","appropriate","foxtrot"
"foxtrot_21",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,4,4,5,3,5,5,4,5,1,4,5,5,3,3,3,4,3,5,3,3,3,4,3,3,5,5,5,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Multiracial","Agnostic","No",3,4.33333333333333,4.33333333333333,3.33333333333333,4.66666666666667,3,4,3,3.33333333333333,5,"not_man","other","nonreligious","no","0","low","brief","appropriate","foxtrot"
"foxtrot_22",1,"slightly positive","positive","It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",3,4,3,3,3,4,4,5,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,"Agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information","","Woman","White or European American","Christian - Catholic","No",3.33333333333333,3.33333333333333,4.33333333333333,4,4,3,3.33333333333333,3,3,3,"not_man","white","christian","no","1","low","brief","appropriate","foxtrot"
"foxtrot_23",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content","",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Disagree","","It does not matter whether instructors reveal LGBTQ+ identities","Man","Black or African American","Decline to state","No",3,3,3,3,3,3,3,3,3,3,"man","peer",NA,"no","0","low","brief","inappropriate","foxtrot"
"foxtrot_24",1,"none","neutral","","It did not change the instructor’s teaching ability","",3,3,3,3,3,3,4,5,5,4,4,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,5,5,5,"Agree","It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Hindu","No",3,3,4.66666666666667,4,3,3.33333333333333,3.33333333333333,3,3,5,"not_man","asian","otherreligion","no","0","low","brief","appropriate","foxtrot"
"foxtrot_25",1,"moderately positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",4,3,3,4,3,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,5,5,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information","","Woman","Black or African American","Christian - Non-denominational","Yes",3.33333333333333,4,4,4.33333333333333,4,4,4,4,3,4.33333333333333,"not_man","peer","christian","yes","1","low","brief","appropriate","foxtrot"
"foxtrot_26",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","White or European American","An identity not listed, please specify","No",3,3,4,3.66666666666667,3,3,3,3,3,3,"not_man","white","christian","no","1","low","brief","appropriate","foxtrot"
"foxtrot_27",1,"very positive","positive","It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",3,3,4,3,3,4,5,4,5,4,3,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,"Agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,An instructor’s LGBTQ+ identity is an important part of who they are,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","White or European American","Agnostic","No",3.33333333333333,3.33333333333333,4.66666666666667,4,4,3,3,3,3,5,"not_man","white","nonreligious","no","1","low","brief","appropriate","foxtrot"
"foxtrot_28",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agree","It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Hindu","Yes",3,3,4,3,3,3,3,3,3,3,"not_man","asian","otherreligion","yes","0","low","brief","appropriate","foxtrot"
"foxtrot_29",1,"none","neutral","","It did not change the instructor’s teaching ability,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,It does not impact teaching or learning","","Woman","Hispanic, Latina/o/x, or Spanish origin","Christian - Catholic","No",3,3,3.66666666666667,3,3,3,3.33333333333333,3,3,3,"not_man","peer","christian","no","0","low","brief","appropriate","foxtrot"
"foxtrot_30",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content","",3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It helps to build community and trust in the classroom","","Woman","White or European American","Christian - Protestant","No",3,3,4,3,3,3,3,3,3,3,"not_man","white","christian","no","0","low","brief","appropriate","foxtrot"
"foxtrot_31",1,"none","neutral","","It did not change the instructor’s teaching ability,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are","","Man","Black or African American","Christian - Non-denominational","No",3,3,3,3,3,3,3,3,3,3,"man","peer","christian","no","1","low","brief","appropriate","foxtrot"
"foxtrot_32",1,"moderately positive","positive","It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",4,3,4,3,3,4,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Man","Asian or Asian American","Agnostic","No",3.66666666666667,3.33333333333333,5,3.33333333333333,3,3,3,3,3,3,"man","asian","nonreligious","no","0","low","brief","appropriate","foxtrot"
"foxtrot_33",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Multiracial","Christian - Non-denominational","No",3,3,4,3,3,3,3,3,3,3,"not_man","other","christian","no","0","low","brief","appropriate","foxtrot"
"foxtrot_34",1,"none","neutral","","It did not change the instructor’s teaching ability,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","White or European American","Christian - Catholic","No",3,3.33333333333333,4,3,3,3,3,3,3,3,"not_man","white","christian","no","0","low","brief","appropriate","foxtrot"
"foxtrot_35",1,"slightly positive","positive","It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information","","Woman","Asian or Asian American","An identity not listed, please specify","No",3,3,4,3,3,3,3,3,3.33333333333333,5,"not_man","asian",NA,"no","1","low","brief","appropriate","foxtrot"
"foxtrot_36",1,"none","neutral","","It did not change the instructor’s teaching ability,It was not relevant to course content,The instructor coming out did not affect you because of your familiarity with the LGBTQ+ community","",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It helps to build community and trust in the classroom","","Man","Asian or Asian American","Atheist","No",3,3,3,3,3,3,3,3,3,3,"man","asian","nonreligious","no","0","low","brief","appropriate","foxtrot"
"foxtrot_37",1,"very positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",3,3,3,4,4,4,5,5,5,3,3,3,3,3,3,3,3,3,4,4,5,3,3,3,4,3,4,3,3,3,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","White or European American","Atheist","No",3,4,5,3,3,3,4.33333333333333,3,3.66666666666667,3,"not_man","white","nonreligious","no","0","low","brief","appropriate","foxtrot"
"foxtrot_38",1,"slightly positive","positive","It helped to create an inclusive classroom environment","","",3,3,4,3,4,3,5,5,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agree","It helps students get to know their instructor,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Hispanic, Latina/o/x, or Spanish origin","Jewish","No",3.33333333333333,3.33333333333333,5,3.33333333333333,3,3,3,3,3,3,"not_man","peer","otherreligion","no","0","low","brief","appropriate","foxtrot"
"foxtrot_39",1,"moderately positive","positive","It made the instructor more relatable,It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment,It helped to normalize LGBTQ+ identities,It increased the representation of LGBTQ+ individuals in science","","",4,4,3,4,4,4,5,5,5,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,4,5,5,5,"Strongly agree","It empowers the LGBTQ+ community,It normalizes LGBTQ+ identities,It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,It helps to build community and trust in the classroom,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","White or European American","Not religious","No",3.66666666666667,4,5,3,3.66666666666667,3,3.33333333333333,3,3.33333333333333,5,"not_man","white","nonreligious","no","1","low","brief","appropriate","foxtrot"
"foxtrot_40",1,"moderately positive","positive","It made me more comfortable approaching the instructor,It helped to create an inclusive classroom environment","","",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Somewhat agree","It helps students get to know their instructor,It is the instructor’s decision whether or not to reveal their LGBTQ+ identity,An instructor’s LGBTQ+ identity is an important part of who they are,Sharing an LGBTQ+ identity is the same as sharing other personal information,It does not impact teaching or learning","","Woman","Asian or Asian American","Atheist","No",3,3,3,3,3,3,3,3,3,3,"not_man","asian","nonreligious","no","0","low","brief","appropriate","foxtrot"
"foxtrot_41",1,"none","neutral","","It did not change the instructor’s teaching ability","",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Somewhat disagree","","It is not relevant to course material","Woman","An identity not listed, please describe","Christian - Non-denominational","No",3,3,3,3,3,3,3,3,3,3,"not_man","peer","christian","no","0","low","brief","inappropriate","foxtrot"
